Index,Date,Job Title,Location,Description,Seniority,Azure,Excel,Git,Google Sheets,Power Bi,Python,R,Sas,Sql,Tableau
218,2022-02-02,ETL Data Analyst,SP,"About The Team

The Finance Business Analysis team handles huge amounts of financial data. The team's activities range from processing data, reconciling numbers and automating tasks to building insightful dashboards and reports.

We appreciate having people with different backgrounds, as our activities require a good mix of tech, business and communication skills. We are always learning something new to keep up with and support Shopee's growth.

Come make history with us if you seek to work in a dynamic environment and are interested in combining your data and finance skills!

Job Description

Understand current Finance data processes to suggest applicable accuracy and time saving best practices.
Implement ETL routines and improvements using, SQL, Python, VBScript and Power Query.
Play as a key contact point between Finance Business Analysis team and various other Finance teams, such Reconciliation, Treasury, Accounts Payable, Accounts Receivable and Accounting.
Provide essential communication, documentation, QA testing and system support for daily operations and projects.
Troubleshoot system-related issues.
Manage across multiple user groups’ needs, concerns and issues regarding changes, enhancements, fixes.
Prioritize project timelines based on the financial impacts while maintaining high levels of data accuracy.


Requirements

Degree holder preferably in a technical field such as Computer Science, Engineering, Statistics, etc; or Degree holder in a business related field as long as there is a strong interest in data analysis;
Excellent knowledge with Python, SQL and Office package;
Basic knowledge in Finance;
Strong logical and analytical thinking skills;
Good communications skills in English;",Pleno-sênior,0,0,0,0,0,1,0,0,1,0
219,2022-01-21,Analista De Dados - Água Branca,SP,"
        About The TeamThe Finance Business Analysis team handles huge amounts of financial data. The team's activities range from processing data, reconciling numbers and automating tasks to building insightful dashboards and reports.We appreciate having people with different backgrounds, as our activities require a good mix of tech, business and communication skills. We are always learning something new to keep up with and support Shopee's growth.Come make history with us if you seek to work in a dynamic environment and are interested in combining your data and finance skills!Job DescriptionUnderstand current Finance data processes to suggest applicable accuracy and time saving best practices.Implement ETL routines and improvements using, SQL, Python, VBScript and Power Query.Play as a key contact point between Finance Business Analysis team and various other Finance teams, such Reconciliation, Treasury, Accounts Payable, Accounts Receivable and Accounting.Provide essential communication, documentation, QA testing and system support for daily operations and projects.Troubleshoot system-related issues.Manage across multiple user groups’ needs, concerns and issues regarding changes, enhancements, fixes.Prioritize project timelines based on the financial impacts while maintaining high levels of data accuracy.RequirementsDegree holder preferably in a technical field such as Computer Science, Engineering, Statistics, etc; or Degree holder in a business related field as long as there is a strong interest in data analysis;Excellent knowledge with Python, SQL and Office package;Basic knowledge in Finance;Strong logical and analytical thinking skills;Good communications skills in English;
      ",Pleno-sênior,0,0,0,0,0,1,0,0,1,0
220,2022-01-10,Analista de Dados (Planejamento),PE,"Descrição

# O que você vai fazer

Criar e executar relatórios de dados e dashboard para apresentações de resultados;

Utilização de SQL e banco de dados para criação de relatórios e analises no setor de planejamento;

Gerenciamento de informações e controle de indicadores;

Acompanhamento de performance operacional;

Elaborar relatórios em excel, Power point e Power BI.

# O que buscamos em você

Domínio das regras de Relacionamento de Dados

Conhecimento em SQL

Pacote Office Intermediário /avançado

Domínio em Power BI é essencial

Metodologias de desenvolvimento

Modelagem de Banco de Dados

PL/SQL

#Não pode faltar:

Graduação em Sistema da informação, engenharia da produção ou áreas afins;

Boa utilização de Excel e Power BI;

Comunicação;

Iniciativa.

#O que oferecemos: Plano de Saúde e Odontológico; Vale-transporte;Refeitório;

Área de descanso;

Estacionamento;

Programa de Treinamento.

#Etapas do nosso processo seletivo: Inscrição

Testes comportamentaisEntrevista com o time de Recrutamento e Seleção

Entrevista com a liderançaFeedbacks

#Queremos conhecer você! #Vem transformar o mundo de cada um com a gente!",Pleno-sênior,0,1,0,0,1,0,0,0,1,0
221,2021-10-29,VAGA ANALISTA DE DADOS | BI,SP,"Nível: Analista

Área: Estatística

Escolaridade: Graduação - Completo

Tipo de contrato: PJ

Jornada de trabalho: >>> VAGA ANALISTA DE DADOS <<< [IMPORTANTE:VAMOS SELECIONAR SOMENTE QUEM PREENCHEU O FORMULÁRIO] [LINK NO FINAL DA DESCRIÇÃO DA VAGA ANALISTA DE DADOS] Você é uma pessoa analítica e apaixonada por análise de dados, com experiência em análise de dados, muito organizado (a), analítico (a), atencioso (a) na execução e otimização de tarefas? Se você tem esse perfil: é você quem procuramos! Reportando-se ao gestor, você se juntará a uma equipe que tem paixão por fornecer os dados certos no momento certo. Pessoas com alta atenção aos detalhes e caprichosas terão um grande diferencial. Estamos crescendo de forma acelerada e precisamos de uma pessoa que queira crescer conosco! Detalhes técnicos (mais importantes):

Função: ANALISTA DE DADOS
Forma de contratação: MEI / PJ
Modalidade: Home Office (Remoto)
Remuneração: Fixo | A ser divulgada nas próximas etapas do processo seletivo
Diferencial: Plano de carreira para crescimento na empresa e estabilidade
Horário: Comercial (das 09h às 19h) | Somos flexíveis com horário, mas em linhas gerais, mantemos o horário comercial. Responsabilidades:
Irá fazer toda análise de dados, com métricas e planilhas para tomada de decisões.
Especificar as necessidades de processos junto às áreas de negócios, visando a construção e a implementação de relatórios e dashboards para acompanhamento dos resultados.
Organizar e apresentar informações de forma estratégica para facilitar a condução dos negócios, o posicionamento da empresa no mercado.
Verificar oportunidades e analisar a viabilidade de automação e construção de cenários alinhados ao planejamento estratégico da empresa.
Desenvolver cenários através de dashboard de BI para subsidiar a tomada de decisão da Diretoria Executiva, de forma mais rápida e assertiva.
Mapeamento de dados (Pensar e definir a estrutura de dados que deverá ser coletada para a criação de dashboards e análises).
Garantir a entrega e qualidade das informações e das integrações de diversas fontes de dados, gerando relatórios consistentes e confiáveis, além de automatizar documentos de uso contínuo.
Auxiliar em projetos de Marketing na área de pesquisa e auditoria de mercado.
Auxiliar na gestão de projetos.
Criação de dashboards.
Verificação de banco de dados.
Funções de back-office no cotidiano.
Verificação de planilhas.
Análise e otimizando as postagens nas redes sociais (linguagem, tom, mensagem) com base nos comportamentos do público-alvo.
Ter experiência com marketing digital.
Seja antenado(a) nas tendências do mercado.
Implementação de jornadas automatizadas.
Analise e rastreie as principais métricas como entregabilidade, abertura, clique, taxas de conversão e seja capaz de criar e apresentar os resultados.
Garantir entrega e qualidade impecável em todas as tarefas realizadas.
Certifique-se de que todas as campanhas estão corretamente segmentadas.
Monitore o comportamento do cliente para aprender a otimizar estratégias.
Execute outras tarefas conforme atribuídas, quando necessário. Habilidades:
Ser apaixonado(a) (sério!) por se desenvolver e aprender;
Se dar bem com tecnologia;
Saber se comunicar claramente para a solução de problemas;
Saber aceitar feedback para desenvolver cada vez mais sua habilidade;
Ser proativo(a) nas demandas;
Saber gerir o seu próprio tempo e ter um alto senso de responsabilidade. Quer se candidatar a essa vaga? Você leu tudo que está escrito acima? Se não, volte e faça isso agora. Leu? Se identificou? Acha que essa vaga pode ser pra você?Participe do processo seletivo preenchendo esse formulário: Link: https://docs.google.com/forms/d/e/1FAIpQLSdNTlgdibtCsR1tcR_u7BJQYvquIW84Tm4Y2mCul5jNsQqmnw/viewform Boa sorte! Disponibilidade para home-office

Responsabilidades e Experiências Desejáveis

>>> VAGA ANALISTA DE DADOS <<<

[IMPORTANTE:VAMOS SELECIONAR SOMENTE QUEM PREENCHEU O FORMULÁRIO]

[LINK NO FINAL DA DESCRIÇÃO DA VAGA ANALISTA DE DADOS]

Você é uma pessoa analítica e apaixonada por análise de dados, com experiência em análise de dados, muito organizado (a), analítico (a), atencioso (a) na execução e otimização de tarefas? Se você tem esse perfil: é você quem procuramos!

Reportando-se ao gestor, você se juntará a uma equipe que tem paixão por fornecer os dados certos no momento certo. Pessoas com alta atenção aos detalhes e caprichosas terão um grande diferencial.

Estamos crescendo de forma acelerada e precisamos de uma pessoa que queira crescer conosco!

Detalhes Técnicos (mais Importantes)

Função: ANALISTA DE DADOS
Forma de contratação: MEI / PJ
Modalidade: Home Office (Remoto)
Remuneração: Fixo | A ser divulgada nas próximas etapas do processo seletivo
Diferencial: Plano de carreira para crescimento na empresa e estabilidade
Horário: Comercial (das 09h às 19h) | Somos flexíveis com horário, mas em linhas gerais, mantemos o horário comercial.

Responsabilidades

Irá fazer toda análise de dados, com métricas e planilhas para tomada de decisões.
Especificar as necessidades de processos junto às áreas de negócios, visando a construção e a implementação de relatórios e dashboards para acompanhamento dos resultados.
Organizar e apresentar informações de forma estratégica para facilitar a condução dos negócios, o posicionamento da empresa no mercado.
Verificar oportunidades e analisar a viabilidade de automação e construção de cenários alinhados ao planejamento estratégico da empresa.
Desenvolver cenários através de dashboard de BI para subsidiar a tomada de decisão da Diretoria Executiva, de forma mais rápida e assertiva.
Mapeamento de dados (Pensar e definir a estrutura de dados que deverá ser coletada para a criação de dashboards e análises).
Garantir a entrega e qualidade das informações e das integrações de diversas fontes de dados, gerando relatórios consistentes e confiáveis, além de automatizar documentos de uso contínuo.
Auxiliar em projetos de Marketing na área de pesquisa e auditoria de mercado.
Auxiliar na gestão de projetos.
Criação de dashboards.
Verificação de banco de dados.
Funções de back-office no cotidiano.
Verificação de planilhas.
Análise e otimizando as postagens nas redes sociais (linguagem, tom, mensagem) com base nos comportamentos do público-alvo.
Ter experiência com marketing digital.
Seja antenado(a) nas tendências do mercado.
Implementação de jornadas automatizadas.
Analise e rastreie as principais métricas como entregabilidade, abertura, clique, taxas de conversão e seja capaz de criar e apresentar os resultados.
Garantir entrega e qualidade impecável em todas as tarefas realizadas.
Certifique-se de que todas as campanhas estão corretamente segmentadas.
Monitore o comportamento do cliente para aprender a otimizar estratégias.
Execute outras tarefas conforme atribuídas, quando necessário.

Habilidades

Ser apaixonado(a) (sério!) por se desenvolver e aprender;
Se dar bem com tecnologia;
Saber se comunicar claramente para a solução de problemas;
Saber aceitar feedback para desenvolver cada vez mais sua habilidade;
Ser proativo(a) nas demandas;
Saber gerir o seu próprio tempo e ter um alto senso de responsabilidade.

Quer se candidatar a essa vaga?

Você leu tudo que está escrito acima? Se não, volte e faça isso agora.

Leu? Se identificou? Acha que essa vaga pode ser pra você?

Participe Do Processo Seletivo Preenchendo Esse Formulário

Link: https://docs.google.com/forms/d/e/1FAIpQLSdNTlgdibtCsR1tcR_u7BJQYvquIW84Tm4Y2mCul5jNsQqmnw/viewform

Boa sorte!",Pleno-sênior,0,0,0,0,0,0,0,0,0,0
222,2022-01-02,Analista de Dados Pleno | Time Data,RS,"Sobre o Ambiente De Trabalho, é Importante Você Saber Que

Estamos localizados no pólo empresarial Empretec, ao lado da Unisinos , em São Leopoldo/RS.
Somos guiados por atitudes claras e transparentes em nossa rotina, que nos permitem fazer o máximo para nossos clientes. Trabalhamos de modo colaborativo, o que significa que confiamos nas pessoas que estão do nosso lado.
Aqui ninguém é empregado de ninguém. O ambiente é o mais horizontal possível, possibilitando a sua autonomia para tomar as melhores decisões para as atividades pelas quais você é responsável. Não espere pelos outros aquilo que você pode fazer por si mesmo.
Gestão libertária, onde a confiança, que foca em tirar o poder do centro (gestores) e distribuir nas mãos dos colaboradores. Explorando a capacidade técnica, analítica e criativa do time.
Processos claros com rotinas determinadas é o que buscamos. Pessoas que queiram CONSTRUIR algo ao invés de OPERAR é o perfil das pessoas aqui na empresa. Somos uma franqueadora, só com esta mentalidade conseguiremos a escalabilidade que almejamos.

Responsabilidades e atribuições

Atividades Da Área e Seus Desafios

Trabalhar com o responsável da área no desenvolvimento de análises dos dados, buscando oportunidades de melhoria;
Criar visualizações (dashboards) que deixem claros os insights obtidos a partir das análises dos dados;
Sugerir novas análises e novas formas de interpretar as informações obtidas com os dados.

Requisitos e qualificações

Pré-requisitos Para Candidatura

Compreensão de conceitos básicos relacionados às dinâmicas de análise de dados (Ex:. modelo dimensional, tipos de relacionamentos, formulação de hipóteses);
Habilidades de compreensão e resolução de problemas de negócios;
Power BI Desktop e Power BI Services;
Linguagem DAX e Linguagem M;
Experiência com bancos de dados SQL (SQL Server na Azure é um diferencial);
Perfil dinâmico, facilmente adaptável e orientado ao cliente;
Inglês intermediário;
Gostar de desafios e capacidade de resolver problemas;
Trabalhar em função de metas dentro das atividades que forem designadas.

Informações adicionais

O Que Mais Oferecemos

Ambiente vibrante, cheio de pessoas com o propósito de crescer
Foco em metas, não em horários
Gestão meritocrática, através de Objetivos Chave de Resultados (OKRs)
Possiblidade de sociedade baseada no desempenho e alinhamento cultural com o negócio",Não aplicável,1,0,0,0,1,0,0,0,1,0
223,2022-02-10,Analista de dados pleno,MG,"Realizará a automatização da captura e da análise de dados do sistema, apoiar a estruturação e gerenciamento do banco de dados, apoiar a construção de indicadores com o intuito de auxiliar no processo de tomada de decisão e gestão, organização e tratamento de dados estruturados e não estruturados mediante o uso de ferramentas ETL, desenvolvimento de algoritmos em linguagem Javascript, Node.js ou Python; Modelagem de dados em MongoDB, realização de análises e desenvolvimento de relatórios.

Beneficios

A Combinar;

Formação Acadêmica

Ensino superior completo.

Experiência

Desejável experiência como analista de dados pleno.

Salário

A combinar

Cargo

Analista de Dados

Empresa

Ímpar Inclusão e Diversidade

Atua como atividades de recursos humanos.

Ramo

Recursos Humanos/ Recrutamento e seleção",Assistente,0,0,0,0,0,1,0,0,0,0
224,2022-01-28,Analista de Dados Sr (100% home office),SP,"Chegou o momento de aceitar um novo desafio em sua carreira! Venha ser um #ferabrq!




Estamos com oportunidade para Analista de Dados Sênior- Esta é uma vaga 100% Home Office (mesmo pós pandemia)




Entenda o perfil que buscamos:

Apoiar na criação de conta, configuração de propriedades e evolução do tagueamento do portal de negócios da Vibra (BR Distribuidora).




Será responsável por guiar as boas práticas do uso do GTM no canal fazendo a interação com as jornadas do App para que capturemos as mesmas informações no portal Web.




Conhecimentos em GA 4.0, GTM, Big Query (Desejável), E-commerce (Desejável)




Mais do que um plano de carreira!

A BRQ acredita que cada fera deve ser protagonista do seu crescimento, tendo autonomia para criar seu próprio plano de desenvolvimento profissional. Nosso plano de carreira é dividido em 4 etapas:

- Carreira técnica: Você pode seguir a trilha de crescimento técnico, se o seu objetivo for se desenvolver cada vez mais em diferentes tecnologias. Oferecemos diversos treinamentos!

- Mobilidade Interna: Você quer um novo rumo profissional? Aqui dentro de casa temos diversas opções diferentes e o programa de mobilidade interna, que te permite mudar de área, por exemplo.

- Experiência internacional: Estamos crescendo cada vez mais fora do Brasil e você tem possibilidade de atuar em projetos para outros países, ou diretamente nos países onde a BRQ tem sede.

- Empreendedorismo: De funcionário para sócio! Temos o Innovation Hub, a Corporate Venture que investe em ideias de profissionais que tenham sinergia com nosso negócio.




E os benefícios?




Plano de Saúde; Plano Odontológico; Seguro de Vida; Vale Refeição; Vale Alimentação; Horário Flexível; Home Office; Gympass, Telemedicina, Telenutrição, Canal de suporte emocional 24h e muito mais!




Como é trabalhar na BRQ?




Temos um clima descontraído, diversos programas e eventos internos. Adoramos comemorar! E fazemos isso muito bem! Veja aqui no Youtube: youtube.com/brqdigitalsolutions




Curtiu? Então inscreva-se e venha para o melhor da Transformação Digital com a gente! 🚀",Pleno-sênior,0,0,0,0,0,0,0,0,0,0
225,2021-12-28,Data Analyst,SP,"Estamos buscando um Analista de Dados, para fazer parte da estrutura de Operações no Rei do Pitaco, em São Paulo.

Como Analista de Dados, você será responsável por trabalhar e analisar dados a fim de apoiar a gerência da área no planejamento. Serão presentes no seu dia a dia extração, tratamento e interpretação de um alto volume de dados, cruzamento de diferentes bases de dados, estudos de comportamentos e padrões, acompanhamento de métricas de negócio, desenvolvimento de relatórios e dashboards, além do desenvolvimento de hipóteses para melhoria de produtividade da área de suporte ao cliente. Como Analista de Dados, você precisará de uma sólida capacidade analítica, visão de estratégia através de dados, conhecimento sobre métricas de negócio e um elevado conhecimento estatístico.

…terá como atividades principais:

Capturar, tratar, analisar e interpretar dados em grande volume;
Identificar padrões de comportamento dentro dos dados para endereçar melhorias em CX;
Desenvolver modelos de dados para suportar a tomada de decisão;
Manipular grandes bases de dados através de modelos estatísticos (predição, associação, agrupamentos, etc);
Desenvolver, modelar e acompanhar métricas de negócios;
Geração de indicadores operacionais, métricas e KPIs;
Trabalhar na identificação de relações entre os indicadores operacionais e as experiência de clientes criando hipóteses e desenvolvendo relatórios;
Validar hipóteses de melhorias de CX a partir da validação de hipóteses com dados concretos;
Orientar de forma estatística todas as tendências operacionais, mensurando resultados e comparativos;
Apoiar a gestão na construção da área de Customer Experience;
Contribuir com o desenvolvimento de processos e rotinas da área de Customer Experience;

…precisa ter:

Perfil analítico e quantitativo, com boa capacidade de clareza e concisão;
Data Analytics;
Ferramentas de análise de dados;
Ferramentas de visualização de dados;
Conhecimento em linguagens de programação (Python, R, SQL);
Experiência em A/B testing. Conhecimento em Estatística descritiva e Inferência estatística;
Capacidade de elaborar relatórios e apresentações executivas;
Ter capacidade de comunicação de dados para pessoas com perfil não analítico.
Vontade de aprender e crescer dentro da empresa e da área de Customer Experience;

…teria um diferencial se:

Tiver experiência anterior com CX em empresas de tecnologia;
Possuir experiência com ferramentas de atendimento (Zendesk e Stilingue);

…irá receber:

Remuneração competitiva;

Chances de fazer parte de uma startup early-stage! E o que isso significa?

Bastante autonomia;

Chance de crescimento rápido;

Fazer parte da construção da empresa.

Sobre o Rei do Pitaco

O Rei do Pitaco é a Startup lider em fantasy game no Brasil, em pouco mais de 2 anos já foram mais de 1,5 Milhão usuários jogando nosso app em todo território nacional com mais de 30 Milhões em dinheiro distribuídos. E esse é só o começo.

Somos um time apaixonado por tecnologia e inovação - de verdade - com foco no resultado, sem espuma. Levamos aos nossos usuários a melhor experiência de interação esportiva focada na maior paixão dos brasileiros, o futebol!

Conheça mais sobre nós:

https://www.reidopitaco.com.br/

https://www.linkedin.com/company/reidopitaco/about/

https://www.facebook.com/reidopitaco/

https://www.instagram.com/reidopitacooficial/",Não aplicável,0,0,0,0,0,1,1,0,1,0
226,2022-01-20,Data Analyst,SP,"Nível: Analista

Área: Tecnologia da Informação

Escolaridade: Graduação - Tecnologia da Informação - Completo

Tipo de contrato: PJ

Jornada de trabalho: 9h - 18h/ Horário Comercial FlexívelModelo híbrido, parcial presencial e parcial home office

Disponibilidade para home-office

Responsabilidades e Experiências Desejáveis

Main activities

Setting key performance indicators by providing in-depth analytical insights
Implement mechanisms and develop dashboards that enable visibility and quick insights
Manage multiple simultaneous initiatives

Skills

Strong quantitative skills
Advanced skills in working with large and complex datasets
Advanced ability writing SQL queries
Experience using data visualization tools (e.g. Tableau)
Experience gathering business requirements and developing scorecards and dashboards to surface meaningful KPIs and actionable intelligence
Ability to communicate (through tables / data visualization) complex issues clearly and concisely to stakeholders
Ownership is key

Knowledge of English is required: basic, intermediate or advanced.

Contratação PJ pela Truppe por tempo indeterminado

Atuação em modelo híbrido",Pleno-sênior,0,0,0,0,0,0,0,0,1,1
227,2021-12-29,Analista de Dados Sênior,SP,"Nossa cultura:

A Loja Integrada nasceu decidida a democratizar o acesso às vendas online no Brasil. Focamos em micro e pequenas lojas porque já sacamos que é dos desafios delas que brota nossa energia pra ajudar e transformar vidas. Oferecemos a plataforma de lojas virtuais mais popular do País, líder em quantidade de lojas criadas de acordo com o builtwith.

A gente é brasileiríssima. Temos orgulho da transformação que causamos no território nacional e erguemos uma bandeira de mastro alto quando vislumbramos nosso futuro.

Nossos valores:

Acreditamos na autonomia com responsabilidade
Temos compromisso com o resultado
Somos obcecados pelo lojista
Confiamos uns nos outros
Miramos alto e aprendemos com erros


Nossos desafios

Nós já somos a plataforma número 1 quando se pensa em e-commerce, agora, estamos construindo a infraestrutura para que possamos abranger todo o comércio brasileiro, suportando todos os pequenos e médios lojistas de todos os cantos do Brasil. Entre nossos maiores desafios técnicos:

Criar serviços e fluxos de trabalho que sejam adaptáveis o suficiente para atender às nossas demandas atuais e futuras
Evoluir e dimensionar nossa infraestrutura para acompanhar nosso crescimento acelerado.


Como trabalhamos

Nossa equipe é formada por um time multidisciplinar que tem como objetivo tornar a Loja Integrada cada vez mais data driven. No nosso squad atendemos todas as áreas da empresa com análises estratégicas, auxiliando no planejamento e mensuração de campanhas e ações.

Você atuará junto ao time de BI, ajudando a estruturar nossa área de dados por meio de uma cultura data-driven e escalável.

Como Analista de Inteligência você:

Será responsável por disponibilizar os dados.
Criará visualizações de dados, utilizando o Power BI.
Atenderá solicitações de novas bases de dados.
Gerenciará o uso de dados nas ferramentas internas, segundo nosso política de governança de dados.
Será responsável pela modelagem de dados no nosso DW.
Auxiliará na estruturação da área de BI.


No seu novo papel, a gente espera que você seja o ponto focal técnico da área de BI, por isso procuramos alguém com experiência na área.

Você é quem estamos buscando se tiver:

Experiência de no mínimo 2 anos na área de BI
Experiência na manipulação de grandes conjuntos de dados com SQL e Python
Experiência com processos ETL e utilização do DBT
Experiência com AWS Athena, AWS Glue e Gerenciamento de S3
Experiência em Modelagem de Dados
Conhecimentos em Airflow, Spark e AWS DMS são um diferencial
Vai sair na frente se possuir experiência com PowerBI


Se você gosta de como pensamos e quer saber mais sobre nossos desafios, vamos conversar!

Benefícios:

Salário competitivo;
PLR anual;
Horário flexível e contratação remote first;
Vale alimentação e refeição (Flash);
Plano de saúde, odontológico e seguro de vida;
Auxílio creche;
Licença parental estendida;
Gympass (acesso a 2700+ academias);
Auxílio idiomas: 65% subsídio em Inglês, Espanhol e Francês;
Frete grátis nas lojas da VTEX e Loja Integrada;
Auxílio home office mensal;
Auxílio home office na admissão.",Júnior,0,0,0,0,1,1,0,0,1,0
228,2022-01-19,Analista de Dados (Controladoria) Pleno,SP,"REQUISITOS

Graduação completa;
Mandatório Excel avançado (incluindo macros);
Inglês avançado;
Conhecimento em SAP;
Será um diferencial possuir conhecimento em análise de risco.

PRINCIPAIS ATIVIDADES

Responsável por criar e apresentar o aging de débitos e creditos diariamente;
Criar performance dos analistas das áreas de Cobrança, Disputa e CashApplication;
Realizar a automatização de relatórios de clientes internos e externos;
Criar Dashboards de fechamento mensal;
Responsável pelo AR Forecast;
Encarregado por manter os dados de clerks, head accounts e territórios de vendas atualizados e de acordo dentro do SAP.




INFORMAÇÕES COMPLEMENTARES

Horário de trabalho: Seg a Sexta 08h30 às 17h30
Local de Trabalho: Vila Leopoldina - SP
Modelo: Hibrído",Pleno-sênior,0,1,0,0,0,0,0,0,0,0
229,2022-02-11,Analista de dados e power bi,SP,"Nossa empresa está crescendo e convidamos você à fazer parte deste crescimento.

Precisamos de pessoas que se interessem em crescer junto com a gente, que aprecie ambientes dinâmicos e desafios.

A Missão desse cargo é ser responsável pelas atividades relacionadas BANCO DE DADOS E POWER BI

Cuidará Das Seguintes Rotinas

Construcao e manutenção de modelos em power bi garantindo a qualidade das informações apresentadas ao cliente
desenvolvimento de integração com APIs
modelagem de dados
conhecimento em banco de dados (sql, power query, etc)
conhecimento em linguagem de programação sera um diferencial (vba, phyton, Java, javascript)

Para Isso Precisamos Que Você Tenha Os Seguintes Requisitos

conhecimento em banco de dados (sql, power query, etc)
conhecimento em linguagem de programação sera um diferencial (vba, phyton, Java, javascript)

Salário faixa R$ 2900,00 a R$ 3100,00 + beneficios",Júnior,0,0,0,0,1,0,0,0,1,0
230,2022-02-02,Analista de Dados Pleno (Data Science),SP,"Somos uma empresa de dados e por esse motivo, trabalhar na área core da empresa é muito empolgante e desafiador. Nosso time procura entregar aos clientes a melhor informação ou produto, garantindo o melhor nível de excelência das entregas, pois empregamos as melhores técnicas de manipulação de dados conhecidas no mercado. Assim, conquistamos e mantemos a confianças de nossos clientes lhes garantindo a melhor informação possível disponível. Nossas ferramentas são extremamente adequadas à manipulação de quantidade colossais de dados. Assim, a QUOD está em linha com as maiores empresas do mundo quando o assunto é dados. No momento temos uma excelente oportunidade para quem quer fazer parte desse time como Analista de dados no de time de Qualidade de e Monitoria de dados.

Responsabilidades e atribuições

Atuar no time de monitoria e qualidade de dados. Aprender a conhecer toda a gama de dados disponíveis na QUOD e suas possíveis utilizações. Desenvolver e acompanhar métodos de análise de dados que possibilitem mensurar a qualidade dos dados. Criação de dashboards e relatórios técnicos e gerenciais que dê suporte a tomadas de decisão. Acompanhar a obtenção de novos dados e criar fluxo mensurável da qualidade de dados.

Requisitos e qualificações

Superior completo em cursos das áreas de exatas: Matemática, Física, Estatística, Engenharias e afins.
Pós-graduação stricto sensu é desejável.
Conhecimento em linguagem de alguma programação para realizar extração manipulação de dados.
Noções desenvolvimento de modelos.
Inglês fluente.

Além disso, esperamos que durante a atuação o analista busque:

Estar alinhado ao negócio com suas regras e desafios.
Ter senso crítico/analítico.
Ser capaz de observar oportunidades e propor melhorias.
Resolver problemas e atuar na produção do dia-a-dia.
Buscar se tornar referência do assunto tratado.
Estudar e dominar a mecânica informacional de dados financeiros e cadastrais do mercado.

Informações adicionais

Muito importante o candidato ter em mente os seguintes pontos:

Gostar de ajudar a resolver problemas de alta complexidade.

Traduzir problemas complexos em linguagem simples, principalmente para clientes e colegas de outras áreas.

Gostar de lidar com clientes internos e externos.

Valorizar a chegada das soluções individuais e da equipe.

Saber trabalhar e conduzir assuntos em equipe.

Procurar ter uma visão futura da área e da equipe.

Entender e alinhar-se a cultura da empresa e seus valores.",Não aplicável,0,0,0,0,0,0,0,0,0,0
231,2022-01-26,Global Data Analyst,PR,"
        Somos uma empresa de dados e por esse motivo, trabalhar na área core da empresa é muito empolgante e desafiador. Nosso time procura entregar aos clientes a melhor informação ou produto, garantindo o melhor nível de excelência das entregas, pois empregamos as melhores técnicas de manipulação de dados conhecidas no mercado. Assim, conquistamos e mantemos a confianças de nossos clientes lhes garantindo a melhor informação possível disponível. Nossas ferramentas são extremamente adequadas à manipulação de quantidade colossais de dados. Assim, a QUOD está em linha com as maiores empresas do mundo quando o assunto é dados. No momento temos uma excelente oportunidade para quem quer fazer parte desse time como Analista de dados no de time de Qualidade de e Monitoria de dados.Responsabilidades e atribuiçõesAtuar no time de monitoria e qualidade de dados. Aprender a conhecer toda a gama de dados disponíveis na QUOD e suas possíveis utilizações. Desenvolver e acompanhar métodos de análise de dados que possibilitem mensurar a qualidade dos dados. Criação de dashboards e relatórios técnicos e gerenciais que dê suporte a tomadas de decisão. Acompanhar a obtenção de novos dados e criar fluxo mensurável da qualidade de dados.Requisitos e qualificaçõesSuperior completo em cursos das áreas de exatas: Matemática, Física, Estatística, Engenharias e afins.Pós-graduação stricto sensu é desejável.Conhecimento em linguagem de alguma programação para realizar extração manipulação de dados.Noções desenvolvimento de modelos.Inglês fluente.Além disso, esperamos que durante a atuação o analista busque:Estar alinhado ao negócio com suas regras e desafios.Ter senso crítico/analítico.Ser capaz de observar oportunidades e propor melhorias.Resolver problemas e atuar na produção do dia-a-dia.Buscar se tornar referência do assunto tratado.Estudar e dominar a mecânica informacional de dados financeiros e cadastrais do mercado.Informações adicionaisMuito importante o candidato ter em mente os seguintes pontos:Gostar de ajudar a resolver problemas de alta complexidade.Traduzir problemas complexos em linguagem simples, principalmente para clientes e colegas de outras áreas.Gostar de lidar com clientes internos e externos.Valorizar a chegada das soluções individuais e da equipe.Saber trabalhar e conduzir assuntos em equipe.Procurar ter uma visão futura da área e da equipe.Entender e alinhar-se a cultura da empresa e seus valores.
      ",Não aplicável,0,0,0,0,0,0,0,0,0,0
232,2021-12-22,ANALISTA DE DADOS,SC,"Responsabilidade/Atividades:

Conduzir o ciclo de vida dos projetos de BI, desde análise de requisitos a construção dos dashboards.

Requisitos:

Experiência como analista de dados
Conhecimento em áreas estatísticas
Conhecimento em Power BI e Python

Benefícios:

Plano de Saúde, Restaurante, Previdência, Seguro de Vida, Assistência Médica, Participação nos Resultados, Farmácia, Vale alimentação, Transporte, Clube de Vantagens, Assiduidade ou Banco de Horas.",Não aplicável,0,0,0,0,1,1,0,0,0,0
