Index,Date,Job Title,Location,Description,Seniority,Azure,Excel,Git,Google Sheets,Power Bi,Python,R,Sas,Sql,Tableau
53,2022-02-10,Analista de Dados Pleno (OLX),RJ,"Descrição da empresa

Quer fazer parte de uma das mais relevantes empresas 100% digitais do mercado brasileiro? Nós, da OLX Brasil, estamos de portas abertas para você.

Agora nós somos uma holding com duas business units (unidades de negócio): a OLX e o Zap+. Somamos nossa expertise em tech e produto para continuarmos desenvolvendo tecnologia feita em casa e nos tornando cada vez mais uma referência no segmento de anúncios online. Só nosso time de tecnologia conta com quase 400 pessoas com grandes desafios. Afinal, conectamos milhares de pessoas diariamente, com mais de 500 mil anúncios publicados todos os dias, que recebem mais de 70 milhões de visitas por mês.

Descrição da vaga

Se você gosta de aprender e quer fazer parte desse desafio, essa oportunidade é a sua chance. Nessa posição de Pessoa Analista de Dados, você vai somar ao time de Advertising Data & Insights, que tem como objetivo fornecer suporte analítico aos time de Publicidade Indireta, Comercial e de Produto a partir de análises críticas e insights aplicáveis.

E o que você vai fazer no dia-a-dia?

Identificar novas oportunidades de negócio e de produto através da análise de padrões de comportamento de usuários;
Levantar informações para composição de materiais de Insights;
Dar suporte ao time Comercial na identificação e ativação de audiências;
Analisar a performance de campanhas, junto ao time de Account Manager, com foco em oportunidades de melhoria;
Auxiliar o time de Publicidade Indireta em análises de performance de formatos, potencial de entrega de mídia e contribuição dos parceiros de indiretas, com foco em aumento de receita;
Realizar investigação quantitativa de problemas junto ao time de produto, confirmando sua ocorrência e provendo informações para auxiliar na priorização e solução;
Apoiar os PMs e os times no mapeamento de KPIs, automatizando o cálculo e a visualização, analisando teste A/B, gerindo o monitoramento e entendimento dessas métricas e considerando as dimensões apropriadas para a análise de cada indicador;
Coletar e analisar dados de mercado, tanto tendências como concorrência, para apoiar os times de produto na decisão de quais problemas devem ser resolvidos e de que maneira.


Qualificações

E o que você precisa ter?

Forte perfil analítico e capacidade de resolução de problemas;
Experiência em análise de dados e gestão de KPIs no mercado digital;
Conhecimento de SQL e desenvolvimento para extração de dados;
Experiência com ferramentas de visualização de dados como Tableau, Power BI, DataStudio ou similares;
Experiência com Excel/ Gsheets;
Habilidades de comunicação e apresentação;
Habilidades de gerenciamento de tempo e entregas;
Graduação em área técnica/analítica (Tecnologia, Matemática, Estatística, Ciências, Engenharias, Negócios, Economia, etc).


Diferenciais:

Conhecimento de Google Analytics;
Experiência com mídia online;
Conhecimento de Python for Data Analysis (Pandas) ou R;
Experiência com modelos preditivos (Séries temporais, etc.)


Informações adicionais

Temos dois escritórios: um no Rio de Janeiro, no bairro do Flamengo, e outro em São Paulo, no bairro da Consolação. Os dois ambientes são super descontraídos e refletem o nosso jeito leve de trabalhar. Atualmente, estamos em aproximadamente 1.600 lugares, :) pois todas as nossas pessoas estão trabalhando de forma remota, devido à pandemia.

Mais sobre a OLX Brasil:

Para nossas oportunidades, não fazemos distinção de cor, nacionalidade, identidade de gênero, se o profissional possui alguma deficiência… o que importa é ter as habilidades necessárias para cada função e ter garra para aproveitar os desafios e para aprender todos os dias. Aqui, damos espaço para você ser quem você é, sem julgamentos e preconceitos.

O nosso clima de trabalho é leve e descontraído. E sabe qual é o segredo? Somos gente do bem e nos respeitamos muito! Seja em home office ou nos nossos escritórios, sempre tem alguém gargalhando ou sorrindo, pronto para receber o outro de braços ou câmeras abertas.

Candidate-se e venha fazer parte dessa transformação com a gente! :)",Não aplicável,0,0,0,0,1,1,1,0,1,1
54,2022-02-10,Analista De Dados - Seleção Hoje!!!,SP,"Vaga de Analista De Dados - Seleção Hoje!!! em São Paulo. R$ 2.200,00 (Bruto mensal). Período Integral. Efetivo – CLT Área e especialização profissional: Marketing - Marketing Nível hierárquico: Analista Número de vagas: 15 Local de trabalho: São Paulo, SP Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Empresa no ramo Trade Marketing, possui marca consolidada ao qual garante confiança e inovação, agilidade e eficiência em seus processos. Atualmente em ascensão gerando resultados e impactando na sociedade. Empresa oferece oportunidade de crescimento aos colaboradores.

Atribuições do Cargo: Especialista em roteirização nacional de equipe de promotores; Análise de payback do atendimento de cada promotor; Desenho de atendimento inteligente de acordo com o melhor custo de deslocamento; Identificar oportunidades e novas formas de apresentação dos dados e KPIs do projeto; Desenvolvimento de relatórios analíticos de efetividade de atendimento; Indicação de solução de problemas com base nos dados; Revisar e validar o banco de dados do projeto à medida que são coletados; Acompanhar as políticas e processos de coleta de dados dos projetos; Monitorar resultados dos relatórios em Power BI; Revisar os arquivos dos projetos para garantir a integridade da coleta e utilização dos dados; Definir KPIs ideais de análise de acordo com cada projeto; Requisitos: Excel do intermediário para avançado. Boa comunicação; Dinamismo; Pensamento analítico; Pro atividade na gestão das tarefas e demandas; Organização extrema;

Disponibilidade para trabalhar de forma presencial na região da Zona Oeste/SP, Experiência em agencias de trade marketing; Experiência de 2 anos comprovada em carteira de trabalho;

Informações Gerais: Tipo de Contratação: Temporário/CLT com efetivação; Remuneração:

2.200,00 Benefícios: VT conforme o deslocamento do candidato;

VR

25,00 por dia;

VA

133,00;

Assistência Odontológica (custo coparticipação);

Seguro de Vida;

Jornada de Trabalho: Presencial Escala de Trabalho:

09:00 ás 19:00 Segunda á Sexta-feira

Local de trabalho: Vila Leopoldina/SP Benefícios adicionais: Assistência odontológica, Seguro de Vida, Vale-alimentação, Vale-refeição, Vale-transporte",Assistente,0,1,0,0,1,0,0,0,0,0
55,2022-02-03,Analista de Dados Júnior,SP,"# Quem somos nós?

Somos o Grupo Safira! Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o mercado energético, financeiro e de inovação.

Há 13 anos iniciamos a nossa jornada na comercialização de energia e hoje investimos em novas soluções, como: desenvolvimento de softwares, fintechs, aceleração de startups etc.

Como não nos limitamos, muitas conquistas ainda estão por vir e você pode fazer parte desse processo!

# O que você irá fazer?

Análises end-to-end;
Atuar na Análise e elaboração de Dashboards que servirão de suporte para tomada de decisão bem como garantir a integridade dos dados;
Construir projetos com o time de dados;
Extrair insights com o uso de ferramentas de visualização de dados e programação;
Fomentar e apoiar a cultura Data Driven;
Realizar estudos , propor e estruturar novas estratégias e soluções aos negócios.

# O que buscamos em você?

Graduação completa em Economia, Engenharia, Ciências da Computação e correlatas;
Conhecimento Intermediário em Inglês;
Conhecimento em alguma ferramenta de visualização de dados (Power Bi, Superset, Metabase..);
Conhecimento em Estatística, análise prescritiva e descritiva;
Conhecimento Intermediário de SQL;
Capaz de extrair insights e automatizar tarefas, preferencialmente Python;
Conhecimento Intermediário em Excel.

Diferencial:

Conhecimento em plataformas de Cloud;
Conhecimento em tecnologias de Big Data;
Ter tido alguma experiência com aplicações em Data Science.

# Habilidades

Autonomia para propor soluções;
Perfil Proativo;
Perfil Investigativo;
Perfil Analitico;
Boas habilidades de comunicação e colaboração;
Raciocínio Lógico;
Gostar de desafios, de resolver problemas e ter facilidade de aprendizado.

# O que você irá receber?

Oportunidade de crescimento e aprendizado;
Ambiente descontraído;
Desenvolvimento de trilha de carreira;
Salário compatível com o mercado;
Vale Refeição e Mobilidade em um cartão flexível (swile);
Plano de Saúde;
Plano Odontológico;
Seguro de vida em grupo;
Gympass;
Quick Massage;
Frutas no escritório;
Day off no dia do aniversário;
Short e summer friday - Ou seja, a possibilidade de que os colaboradores saiam 1h mais cedo às sextas-feiras, e no verão, os colaboradores podem sair até 2h mais cedo às sextas-feiras!
No dress code: seja você mesmo!
Kit boas-vindas: esse vamos deixar para surpresa 😉

Querendo mais, fazendo mais!",Não aplicável,0,1,0,0,1,1,0,0,1,0
56,2022-02-05,Analista de dados de negócios,SP,"
        # Quem somos nós?Somos o Grupo Safira! Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o mercado energético, financeiro e de inovação.Há 13 anos iniciamos a nossa jornada na comercialização de energia e hoje investimos em novas soluções, como: desenvolvimento de softwares, fintechs, aceleração de startups etc.Como não nos limitamos, muitas conquistas ainda estão por vir e você pode fazer parte desse processo!# O que você irá fazer?Análises end-to-end;Atuar na Análise e elaboração de Dashboards que servirão de suporte para tomada de decisão bem como garantir a integridade dos dados;Construir projetos com o time de dados;Extrair insights com o uso de ferramentas de visualização de dados e programação;Fomentar e apoiar a cultura Data Driven;Realizar estudos , propor e estruturar novas estratégias e soluções aos negócios.# O que buscamos em você?Graduação completa em Economia, Engenharia, Ciências da Computação e correlatas;Conhecimento Intermediário em Inglês;Conhecimento em alguma ferramenta de visualização de dados (Power Bi, Superset, Metabase..);Conhecimento em Estatística, análise prescritiva e descritiva;Conhecimento Intermediário de SQL;Capaz de extrair insights e automatizar tarefas, preferencialmente Python;Conhecimento Intermediário em Excel.Diferencial: Conhecimento em plataformas de Cloud; Conhecimento em tecnologias de Big Data; Ter tido alguma experiência com aplicações em Data Science.# HabilidadesAutonomia para propor soluções;Perfil Proativo;Perfil Investigativo;Perfil Analitico;Boas habilidades de comunicação e colaboração;Raciocínio Lógico;Gostar de desafios, de resolver problemas e ter facilidade de aprendizado.# O que você irá receber?Oportunidade de crescimento e aprendizado;Ambiente descontraído;Desenvolvimento de trilha de carreira;Salário compatível com o mercado;Vale Refeição e Mobilidade em um cartão flexível (swile);Plano de Saúde;Plano Odontológico;Seguro de vida em grupo;Gympass;Quick Massage;Frutas no escritório;Day off no dia do aniversário;Short e summer friday - Ou seja, a possibilidade de que os colaboradores saiam 1h mais cedo às sextas-feiras, e no verão, os colaboradores podem sair até 2h mais cedo às sextas-feiras! No dress code: seja você mesmo!Kit boas-vindas: esse vamos deixar para surpresa 😉Querendo mais, fazendo mais!
      ",Não aplicável,0,1,0,0,1,1,0,0,1,0
57,2022-01-20,Analista de Dados,MG,"🚀🚀🚀 Essa vaga é para você que quer fazer parte de um time que tem como objetivo o posicionamento de tecnologia de dados no mercado, dentro do maior atacadista do Brasil, o Martins.

Buscamos por um profissional que compreenda os objetivos de negócio para extração de dados.

Responsabilidades e atribuições

Limpeza de dados (identificação, correção de informações duplicadas, inválidas ou corrompidas);
Garantir a qualidade dos dados, das integrações e a consistência de relatórios;
Automatizar documentos para uso recorrente;

Requisitos e qualificações

Superior completo ou cursando;
Conhecimento em linguagem SQL Server;
ELT - Integration Server Microsoft;
Visual Studio .Net - C#, .Net Core;
Cloud server Azure;

Informações adicionais

Salário fixo;
Convênio médico e odontológico;
Gympass;
Previdência privada;
PLR;
Acesso a plataformas de cursos: Simplesfica e Alura;
Plano de carreira;",Não aplicável,1,0,0,0,0,0,0,0,1,0
58,2022-01-27,Analista de Dados,SP,"A Share RH em parceria com uma empresa do segmento de tecnologia e educação buscam por ANALISTA DE DADOS para atuação 100% remota.

DESAFIOS DA POSIÇÃO | PRINCIPAIS RESPONSABILIDADES:

Extrair dados para explorar e responder perguntas feitas pelas áreas;
Fornecer dados, visões e insights para recomendar e ajudar na tomada de decisão de negócio;
Ajudar as áreas a monitorar e prever métricas;
Usar métodos prescritivos e preditivos estatísticos para colaborar na tomada de decisão;
Contribuir para o desenho e a manutenção de nossos pipelines de dados para as áreas específicas;
Suportar discussões orientadas por dados em sua equipe e em áreas de negócios;
Melhorar a alfabetização em dados, ensinando e compartilhando as melhores práticas;
Descobrir e avaliar a utilidade de novas fontes de dados.
Descobrir novas oportunidades de crescimento e otimização de negócios por meio de insights

Requisitos

Sistema de Informação, Tecnologia em Processamento de Dados, Tecnologia em Banco de Dados (ou equivalente)
Experiência de +2anos
Visão Analítica;
Python (ou R);
Conhecimento em SQL e Power BI;
Ferramentas de Visualização;
Conhecimento em amplitude e metabase.

Compêtencias

Proatividade;
Determinação;
Trabalho em equipe;
Liderança;
Autonomia
Gosto por operacionalizar o trabalho da melhor forma possível;
Boa colaboração com colegas de outras áreas para alavancar as entregas;
Ser capaz de ter visão do impacto do seu trabalho na equipe;
Desejo se desenvolver com visão e vontade de crescer junto a empresa.",Não aplicável,0,0,0,0,1,1,0,0,1,0
59,2022-02-09,Analista de Dados,MG,"
        A Share RH em parceria com uma empresa do segmento de tecnologia e educação buscam por ANALISTA DE DADOS para atuação 100% remota.DESAFIOS DA POSIÇÃO | PRINCIPAIS RESPONSABILIDADES:Extrair dados para explorar e responder perguntas feitas pelas áreas;Fornecer dados, visões e insights para recomendar e ajudar na tomada de decisão de negócio;Ajudar as áreas a monitorar e prever métricas;Usar métodos prescritivos e preditivos estatísticos para colaborar na tomada de decisão;Contribuir para o desenho e a manutenção de nossos pipelines de dados para as áreas específicas;Suportar discussões orientadas por dados em sua equipe e em áreas de negócios;Melhorar a alfabetização em dados, ensinando e compartilhando as melhores práticas;Descobrir e avaliar a utilidade de novas fontes de dados.Descobrir novas oportunidades de crescimento e otimização de negócios por meio de insightsRequisitosSistema de Informação, Tecnologia em Processamento de Dados, Tecnologia em Banco de Dados (ou equivalente)Experiência de +2anosVisão Analítica;Python (ou R);Conhecimento em SQL e Power BI; Ferramentas de Visualização;Conhecimento em amplitude e metabase.CompêtenciasProatividade;Determinação;Trabalho em equipe;Liderança;AutonomiaGosto por operacionalizar o trabalho da melhor forma possível;Boa colaboração com colegas de outras áreas para alavancar as entregas;Ser capaz de ter visão do impacto do seu trabalho na equipe;Desejo se desenvolver com visão e vontade de crescer junto a empresa.
      ",Não aplicável,0,0,0,0,1,1,0,0,1,0
60,2022-02-10,Analista De Dados Bi,SP,"Local de trabalho: São Paulo, SP Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Empresa no ramo Trade Marketing, possui marca consolidada ao qual garante confiança e inovação, agilidade e eficiência em seus processos. Atualmente em ascensão gerando resultados e impactando na sociedade. Empresa oferece oportunidade de crescimento aos colaboradores. Atribuições do Cargo: Especialista em roteirização nacional de equipe de promotores; Análise de payback do atendimento de cada promotor; Desenho de atendimento inteligente de acordo com o melhor custo de deslocamento; Identificar oportunidades e novas formas de apresentação dos dados e KPIs do projeto; Desenvolvimento de relatórios analíticos de efetividade de atendimento; Indicação de solução de problemas com base nos dados; Revisar e validar o banco de dados do projeto à medida que são coletados; Acompanhar as políticas e processos de coleta de dados dos projetos; Monitorar resultados dos relatórios em Power BI; Revisar os arquivos dos projetos para garantir a integridade da coleta e utilização dos dados; Definir KPIs ideais de análise de acordo com cada projeto; Requisitos: Excel do intermediário para avançado. Boa comunicação; Dinamismo; Pensamento analítico; Pro atividade na gestão das tarefas e demandas; Organização extrema; Disponibilidade para trabalhar de forma presencial na região da Zona Oeste/SP, Experiência em agencias de trade marketing; Experiência de 2 anos comprovada em carteira de trabalho; Informações Gerais: Tipo de Contratação: Temporário/CLT com efetivação; Remuneração: 2.200,00 Benefícios: VT conforme o deslocamento do candidato; VR 25,00 por dia; VA 133,00; Assistência Odontológica (custo coparticipação); Seguro de Vida; Jornada de Trabalho: Presencial Escala de Trabalho: 09:00 ás 19:00 Segunda á Sexta-feira Local de trabalho: Vila Leopoldina/SP

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Analista programador

Empresa

Neo Empregos

Empresa atua com call center.

Ramo

Recursos Humanos/ Recrutamento e seleção",Júnior,0,1,0,0,1,0,0,0,0,0
61,2021-12-22,Analista de Dados - Reprograma,SP,"A {reprograma} é uma startup social focada em diminuir o gap de gênero em TI no Brasil, bem como em diversificar o mercado de trabalho de tecnologia. Criada em 2016 como uma organização sem fins lucrativos, oferece cursos on-line intensivos de programação front e back-end para meninas e mulheres cisgênero, trans e travestis, com prioridade para candidatas de demais grupos sub-representados. Todos os cursos são gratuitos, para quem não tem condições de arcar com o custo de um programa intensivo e completo - como os oferecidos pela organização. Além dos cursos, a {reprograma} realiza diversos eventos ao longo do ano, como meetups, Hackatona e Tech Talks.

Com intuito de seguir impactando socialmente a área de tecnologia, a {reprograma} busca uma pessoa para atuar como Analista de Dados, que será responsável pela atualização e qualidade dos dados extraídos.

Responsabilidades e atribuições

Responsável pela atualização e qualidade dos dados extraídos;
Gestão de relatórios;
Apresentará indicadores, riscos, e resultados sobre projetos. Dashboards em Redash/Power Bi/Excel para compilar informações;
Acesso aos dados da plataforma de contratação;
Business Analytics dentro de Projetos;
Acompanhará a evolução de ações.

Requisitos e qualificações

Organização;
Perfil analítico;
Criatividade;
Foco;
Conhecimentos em estatística;
Conhecimento em Redash, PowerBI, KPI’S, Excel, Dashboard e HTML;
Conhecimento em Pesquisa;
Conhecimento em estruturas de dados computacionais (principalmente JSON);
conhecimento em MQL (MongoDB Query Language);
Conhecimento básico em Javascript será um diferencial;
Inglês será um diferencial .

Informações adicionais

Prioridade para mulheres negras, trans e travestis.",Não aplicável,0,1,0,0,1,0,0,0,0,0
62,2022-01-15,Analista de Dados Pl.,SP,"Somos uma seguradora global especializada em seguros de vida com uma história de sucesso no Brasil há mais de 20 anos. Nossa venda é personalizada e realizada de acordo com as necessidades dos nossos clientes.

Somos uma subsidiária da Prudential Financial, líder multinacional de serviços financeiros com mais de 140 anos de mercado, e operações em mais de 40 países, estando presente nos Estados Unidos, Ásia, Europa e América Latina.

Oferecemos soluções individuais e em grupo, por meio de franqueados, parcerias comerciais e corretores, todos altamente capacitados.

Visite www.prudentialdobrasil.com.br para saber mais sobre nossos valores, nossa história e nossa marca.

Venha fazer parte da nossa equipe!
Desafios da posição:
Interagir com áreas de negócio e Tecnologia para compreender processos, estruturas de dados, definir indicadores de desempenho e aplicar melhores práticas de análises de dados.
Desenvolver e manter Dashboards na plataforma Microsoft Power BI que respondam as questões do negócio e tragam insights relevantes.
O que esses desafios irão demandar de você:
Ensino superior completo em Tecnologia da Informação ou áreas similares
Experiência em desenvolvimento com Microsoft Power BI
Conhecimento em Bancos de dados (Oracle, Postgres, Redshift, SQL Server, ... )
SQL Avançado
Por isso buscamos alguém que tenha: comunicação clara, pensamento analítico, aptidão para resolver problemas.
Diferenciais: Power BI avançado (DAX), experiência com grandes volumes de dados (Data Lakes), conhecimento de ambiente em nuvem AWS (S3, Redshift, ...), modelagem de dados, inglês intermediário.

Nossos escritórios já reabriram e estamos trabalhando em modelo híbrido. Essa posição será baseada em São Paulo.

Nós cuidamos de você!

Assistência médica e odontológica
Vale refeição e vale alimentação
Auxílio creche ou babá
Previdência privada
Seguro de vida em grupo da Prudential
Participação nos lucros
GymPass
Plataforma de descontos online
Horário flexível

Nós desenvolvemos você!

A Prudential se preocupa com o seu desenvolvimento oferecendo treinamentos, autonomia na sua carreira e crescimento durante toda sua trajetória. Em paralelo, promovemos o bem-estar dos nossos colaboradores com ações internas voltadas para qualidade de vida.

Nós valorizamos você!

Entendemos que uma empresa excelente é feita por pessoas excelentes. Buscamos reconhecer iniciativas diferenciadas, focando no protagonismo e incentivando cada vez mais a excelência. Valorizamos a diversidade e somos uma companhia inclusiva. Todos os candidatos serão considerados, independentemente de raça, etnia, religião, orientação sexual, identidade de gênero, deficiência, estado civil, idade ou qualquer outra característica pessoal.

Prudential is a multinational financial services leader with operations in the United States, Asia, Europe, and Latin America. Leveraging its heritage of life insurance and asset management expertise, Prudential is focused on helping individual and institutional customers grow and protect their wealth. The company's well-known Rock symbol is an icon of strength, stability, expertise and innovation that has stood the test of time. Prudential's businesses offer a variety of products and services, including life insurance, annuities, retirement-related services, mutual funds, asset management, and real estate services, some of which may not be available in Brazil.

We recognize that our strength and success are directly linked to the quality and skills of our diverse associates. We are proud to be a place where talented people who want to make a difference can grow as professionals, leaders, and as individuals. Visit www.prudential.com to learn more about our values, our history and our brand.

Prudential is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, ancestry, sex, sexual orientation, gender identity, national origin, genetics, disability, marital status, age, veteran status, domestic partner status , medical condition or any other characteristic protected by law.",Assistente,0,0,0,0,1,0,0,0,1,0
63,2022-02-09,Analista de Dados Júnior,ES,"A Valor Investimentos, escritório credenciado à XP e com mais de 7 bi sob custódia, está abrindo uma vaga de Analista Júnior de Dados. Não esperamos que você seja efetivamente um Cientista de Dados, mas que você goste muito da temática e já esteja buscando se desenvolver nesse caminho.

Você vai precisar de ter muita disciplina e foco, pois o seu principal papel será cuidar de todo o processo de dados da área de Marketing da empresa. Entender que a qualidade dos dados apresentados no final depende do que está sendo inserido no começo (exportado do Google Ads, Facebook, inseridos manualmente...) e como está sendo manipulado ao longo do processo (seja em CRMs ou outros sistemas), até chegar o momento de reportar em dashboards como Power BI e similares.

Em outras palavras, o Analista tem como missão ajudar a coletar, curar, transformar e disponibilizar relatórios com grande variedade e volume de dados, modelar dados para relatórios técnicos e de negócio, criação (Front + Back) de sites, blogs e Landing Pages personalizadas, ajudar na criação de KPIs de monitoramento de nossos produtos e serviços, participando como agente ativo na identificação e predição de problemas e pontos de melhorias nos processos da Valor.

Por isso, buscamos pessoas com muita vontade de aprender, com bom raciocínio lógico e que saibam se comunicar de forma clara (tanto escrita como verbalmente).

Requisitos:

Ensino superior completo ou cursando nas áreas de tecnologia da informação, engenharia de redes e áreas afins, desde que esteja a pelo menos um ano da formação.
Excel intermediário;
Leitura Inglês;
Experiência em linguagem de programação Python;
Conhecimento básico de PHP, CSS e HTML.

Será um diferencial se você:

Tem familiaridade com ferramentas de visualização de dados como Power BI ou outro sistema de análise de dados;
Tem familiaridade com sistemas e dados como Google Analytics, Search Console, Facebook Ads e similares;
Domínio em Wordpress;
Conhecimento básico em React;
Tem familiaridade com sistemas de CRM e organização de dados;
Tem familiaridade com mapeamento de processos;
Tem noções de seo técnico, principalmente web core vitals;
Tem conhecimento intermediário em estatística;
Tem conhecimento em integrações via APIs.

A vaga é preferencialmente presencial em Vitória-ES, mas somos adeptos ao home-office!

#FAÇAPARTEDESSETIME!",Não aplicável,0,1,0,0,1,1,0,0,0,0
64,2022-01-27,Analista de Dados (People Analytics),MG,"Nossa equipe de Data Science está em busca de um(a) Analista de Dados para atuar em nosso squad de People Analytics, trabalhando com banco de dados dos nossos Troopers Hotmart.

Essa pessoa vai ser responsável por fazer a gestão da ferramenta, na construção e melhorias dos nossos conjuntos de dados e conexões, realizando o monitoramento de uso e atualizações, fazendo a gestão de acessos, performance e governança dos recursos com as boas práticas de uso.

Para essa vaga, estamos em busca de alguém que tenha :

Experiência em Power BI Desktop e Services, DAX e Linguagem M.
Experiência na construção de ETLs (Modelagem Relacional) com uso de dataflows e datasets, ou outras ferramentas.
Conhecimento em gestão e boas práticas de banco de dados relacional;
Experiência com gestão de licenças do Power BI.
Conhecimento em criação e execução de consultas SQL (ex.: SQL Server, MySQL, Redshift);
Boa comunicação e capacidade de resolução de problemas.

Para ter ainda mais vantagem no processo seletivo, seria um diferencial ter conhecimento em:

Conhecimento em linguagens voltadas a processamento de dados (ex.: Python, R);
Conhecimento em integrações via APIs;
Conhecimento em ferramentas de automatização (ex: Power Automate).
Experiência com tratativa de bases de pessoas (People Analytics).

Atividades do dia-a-dia :

Monitorar as cargas automáticas do Power BI, buscando a redução de gargalos.
Identificar melhorias nos fluxos e conjuntos de dados do Power BI para melhor performance das cargas.
Resolver erros críticos em relatórios existentes.
Atuar na construção e/ou melhorias de novos fluxos e conjuntos de dados.
Atualizar e disseminar nossas documentações de boas práticas de uso da ferramenta.
Estar em constante alinhamento com outros Analistas de Dados e Business Analysts do time, buscando melhorias nos processos atuais.
Apoiar a cultura de democratização de dados, encontrando soluções que facilitem o acesso aos dados pela empresa;

Hotmart, Love e Inclusão

A Hotmart é, antes de tudo, formada por pessoas. Diversas, autênticas, com suas próprias identidades e expressividades. Queremos dominar o mundo, logo, desejamos integrar em nossos times Troopers que transcendam fronteiras, independentemente do seu gênero, cor, etnia, religião ou orientação sexual.

Assim, a pluralidade não é apenas bem-vinda, mas necessária para que, juntos e juntas, possamos ser a força motora que irá potencializar o negócio da Hotmart e os indivíduos impactados pelo nosso trabalho.

Já são 10 anos de história, em que desenvolvemos soluções diversas para pessoas diversas: mais de 20 milhões de vidas impactadas, em mais de 188 países, tornando-nos uma das empresas líderes em educação online no mundo.

Além disso, estamos entre as melhores empresas de Tecnologia da Informação para se trabalhar no Brasil, segundo o Great Place to Work (GPTW). Pois nossa missão é possibilitar que as pessoas vivam de suas paixões - e isso inclui os nossos Troopers, que é como carinhosamente (e de forma Nerd) chamamos nossos colaboradores.

Por isso, será um prazer contar com o seu talento em nosso time!",Não aplicável,0,0,0,0,1,1,0,0,1,0
65,2021-12-30,Analista de Dados Junior,MG,"Estamos buscando pessoas que tenham afinidade com manipulação de dados projetando soluções para o negócio; que gostem de desafios, têm brilho no olho, alto engajamento, boa comunicação, proatividade e focados em resultado.

O que você precisa

Formação superior completa nos cursos Administração, Sistemas de Informação, Ciência de Dados, Ciência da Computação, Engenharias e afins.

Experiência de 1 ano como Analista de Dados em manipulação, cruzamento e análise de dados e criação de relatórios e dashboards.

Conhecimento em Power BI;

Conhecimento avançando no Pacote Office: MS Excel;

Conhecimento em banco de dados (consulta/query, modelagem e manipulação)

O que você irá encontrar aqui:

Desenvolver e acompanhar relatórios e indicadores para acompanhamento de projetos e portfólio, definindo modelagem e arquitetura de dados a serem tratados e transformados, objetivando auxiliar no controle, na avaliação de desempenho, na tomada de decisões, na geração de insights e nas proposições para a evolução das análises e do controle de portfólio.

Soft Skills Que Amamos

Ouvir sem julgar

Falar sem agredir

Ter atitude positiva

Manifestar a criatividade

Buscar o autoconhecimento

Trabalhar como um time

Levantar, sacudir a poeira e seguir em frente

Ser aberto ao novo

Quais benefícios temos para oferecer a você:

Academia Mercantil de Desenvolvimento

Participação nos Lucros e Resultados

Plano de Saúde

Plano Odontológico

Auxílio Alimentação e Refeição

Seguro de Vida

Previdência Privada

Auxílio Creche-Babá

Gympass

Programa Meu Bem Estar

Todas as nossas vagas também são direcionadas a PCDs. Aqui no MB ninguém fica de fora!",Não aplicável,0,1,0,0,1,0,0,0,0,0
66,2022-01-08,Analista de Dados,SC,"Como será um dia de trabalho típico na Seazone?

Fazer parte dessa equipe significa que você ajudará a compor um time de excelência para trabalhar internamente na Seazone.

O que estamos procurando exatamente?

De modo geral, procuramos algumas características básicas e uma delas é trazer para trabalhar conosco pessoas que gostem de aprender, que tenham iniciativa, autonomia e vontade de fazer o melhor pelos nossos clientes.

Responsabilidades e atribuições

Desenvolvimento de macros em Excel VBA para analise de dados

﻿

Requisitos e qualificações

Excel VBA avançado
Ensino Superior Completo

Informações adicionais

Diferenciais

Experiência com análise de dados.

﻿Benefícios

Horário flexível;
Day-off in birthday;

Parcerias

Gogood para você e seus dependentes;
CCLI idiomas;
Caju.",Não aplicável,0,1,0,0,0,0,0,0,0,0
67,2022-01-14,Analista de Dados Sr.,SP,"Sobre a vaga

Irá trabalhar como Analista de Dados Sr. na área de Supply Chain em São Paulo e será responsável por:

Realizar análises de dados;
Desenvolver estudos envolvendo análises de dados e machine learning;
Desenvolver projetos de Data Science envolvendo programação de algoritmos;
Realizar soluções por meio da visualização de dados e BI;
Participar de discussões técnicas.

Pré-requisitos

Ensino superior completo;
Conhecimento em Programação;
Conhecimento em Power BI ou outras ferramentas similares.
Sobre nós
Na Danone, nos dedicamos para levar saúde e nutrição para o maior número de pessoas. E não só isso; queremos que nossa missão beneficie pessoas de todas as idades, em todos os ambientes sociais e culturais e em todas as partes do mundo.

Hoje a companhia está presente em mais de 120 países, onde opera de forma ágil e simplificada. No Brasil, recentemente unificamos nossas três unidades de negócio para atuarmos com sinergia, oferecendo um portfólio para todas as fases da vida: produtos lácteos e à base vegetal, águas e nutrição -especializada.

Se você se identifica com uma personalidade ativista, otimista, pioneira e genuína, junte-se a nós e faça parte de uma companhia diversa e orientada para o propósito.

A Danone valoriza e promove a diversidade e consideramos Pessoas com Deficiência em todas as nossas oportunidades!!!

Venha fazer acontecer com nossa equipe!!!

Descubra mais em:

Página de carreiras oficial: Carreiras na Danone | Danone

Instagram: @danone_carreiras",Não aplicável,0,0,0,0,1,0,0,0,0,0
